Date,Price,Open,High,Low,Vol.,Change %
16-08-1998,46.792,46.661,46.792,46.661,,-0.61%
09-08-1998,47.081,46.95,47.081,46.95,,-0.33%
02-08-1998,47.235,47.158,47.235,47.158,,0.05%
26-07-1998,47.2095,47.133,47.2095,47.133,,0.11%
19-07-1998,47.158,46.97,47.158,46.97,,0.39%
12-07-1998,46.974,46.908,46.974,46.908,,1.51%
05-07-1998,46.274,46.144,46.274,46.144,,0.07%
28-06-1998,46.24,46.11,46.24,46.11,,-0.86%
21-06-1998,46.6405,46.537,46.6405,46.537,,-0.56%
14-06-1998,46.903,46.661,46.903,46.661,,1.99%
07-06-1998,45.99,45.805,45.99,45.805,,-1.16%
31-05-1998,46.53,46.287,46.53,46.287,,1.29%
24-05-1998,45.936,45.75,45.936,45.75,,0.41%
17-05-1998,45.7505,45.491,45.7505,45.491,,2.11%
10-05-1998,44.804,44.673,44.804,44.673,,1.26%
03-05-1998,44.2475,44.2,44.2475,44.2,,0.40%
26-04-1998,44.0705,43.973,44.0705,43.973,,0.76%
19-04-1998,43.738,43.608,43.738,43.608,,0.44%
12-04-1998,43.545,43.47,43.545,43.47,,0.92%
05-04-1998,43.147,42.855,43.147,42.855,,1.61%
29-03-1998,42.4615,42.388,42.4615,42.388,,-1.20%
22-03-1998,42.976,42.891,42.976,42.891,,0.37%
15-03-1998,42.8185,42.717,42.8185,42.717,,-0.53%
08-03-1998,43.048,42.919,43.048,42.919,,0.91%
01-03-1998,42.66,42.532,42.66,42.532,,-0.39%
22-02-1998,42.8285,42.754,42.8285,42.754,,1.46%
15-02-1998,42.211,42.083,42.211,42.083,,0.37%
08-02-1998,42.0555,41.873,42.0555,41.873,,-0.20%
01-02-1998,42.14,41.957,42.14,41.957,,1.05%
25-01-1998,41.7035,41.484,41.7035,41.484,,-2.58%
18-01-1998,42.808,42.65,42.808,42.65,,-0.24%
11-01-1998,42.9125,42.685,42.9125,42.685,,-0.36%
04-01-1998,43.0695,42.887,43.0695,42.887,,0.02%
28-12-1997,43.063,42.944,43.063,42.944,,-1.52%
21-12-1997,43.726,43.585,43.726,43.585,,0.13%
14-12-1997,43.669,43.538,43.669,43.538,,-0.48%
07-12-1997,43.8805,43.694,43.8805,43.694,,1.64%
30-11-1997,43.172,43.051,43.172,43.051,,-0.92%
23-11-1997,43.5725,43.216,43.5725,43.216,,1.15%
16-11-1997,43.077,42.91,43.077,42.91,,2.42%
09-11-1997,42.0605,41.928,42.0605,41.928,,-0.24%
02-11-1997,42.1615,42.057,42.1615,42.057,,1.48%
26-10-1997,41.548,41.473,41.548,41.473,,3.37%
19-10-1997,40.193,40.119,40.193,40.119,,-0.04%
12-10-1997,40.2095,40.145,40.2095,40.145,,-0.75%
05-10-1997,40.5115,40.437,40.5115,40.437,,0.38%
28-09-1997,40.357,40.255,40.357,40.255,,0.11%
21-09-1997,40.3125,40.183,40.3125,40.183,,0.39%
14-09-1997,40.1575,40.038,40.1575,40.038,,-0.78%
07-09-1997,40.474,40.262,40.474,40.262,,1.75%
31-08-1997,39.7775,39.596,39.7775,39.596,,0.44%
24-08-1997,39.6015,39.502,39.6015,39.502,,1.07%
17-08-1997,39.1825,38.894,39.1825,38.894,,1.40%
10-08-1997,38.64,38.559,38.64,38.559,,1.56%
03-08-1997,38.0475,37.985,38.0475,37.985,,0.33%
27-07-1997,37.924,37.853,37.924,37.853,,-1.30%
20-07-1997,38.424,38.39,38.424,38.39,,-2.23%
13-07-1997,39.302,39.229,39.302,39.229,,-0.39%
06-07-1997,39.4575,39.393,39.4575,39.393,,-1.75%
29-06-1997,40.161,40.118,40.161,40.118,,-0.51%
22-06-1997,40.368,40.294,40.368,40.294,,-0.49%
15-06-1997,40.5685,40.494,40.5685,40.494,,0.80%
08-06-1997,40.245,40.199,40.245,40.199,,-0.36%
01-06-1997,40.39,40.344,40.39,40.344,,-1.04%
25-05-1997,40.814,40.739,40.814,40.739,,-0.77%
18-05-1997,41.131,41.084,41.131,41.084,,-0.34%
11-05-1997,41.2705,41.195,41.2705,41.195,,-0.02%
04-05-1997,41.279,41.221,41.279,41.221,,2.37%
27-04-1997,40.325,40.251,40.325,40.251,,0.06%
20-04-1997,40.2995,40.234,40.2995,40.234,,-1.27%
13-04-1997,40.8195,40.773,40.8195,40.773,,0.44%
06-04-1997,40.6415,40.567,40.6415,40.567,,-1.86%
30-03-1997,41.4125,41.337,41.4125,41.337,,-0.33%
23-03-1997,41.548,41.501,41.548,41.501,,0.65%
16-03-1997,41.2785,41.203,41.2785,41.203,,0.58%
09-03-1997,41.04,40.965,41.04,40.965,,0.97%
02-03-1997,40.6455,40.571,40.6455,40.571,,-1.16%
23-02-1997,41.1245,41.049,41.1245,41.049,,-0.15%
16-02-1997,41.1845,41.109,41.1845,41.109,,-0.31%
09-02-1997,41.3135,41.238,41.3135,41.238,,-1.59%
02-02-1997,41.9805,41.904,41.9805,41.904,,-0.73%
26-01-1997,42.289,42.212,42.289,42.212,,-0.72%
19-01-1997,42.597,42.549,42.597,42.549,,-1.33%
12-01-1997,43.169,43.091,43.169,43.091,,-1.70%
05-01-1997,43.916,43.837,43.916,43.837,,-1.01%
29-12-1996,44.3625,44.252,44.3625,44.252,,-0.19%
22-12-1996,44.446,44.366,44.446,44.366,,-0.05%
15-12-1996,44.467,44.387,44.467,44.387,,-0.20%
08-12-1996,44.5545,44.412,44.5545,44.412,,-0.23%
01-12-1996,44.657,44.514,44.657,44.514,,-0.31%
24-11-1996,44.7955,44.746,44.7955,44.746,,-1.47%
17-11-1996,45.4645,45.192,45.4645,45.192,,-0.07%
10-11-1996,45.4955,45.223,45.4955,45.223,,-0.37%
03-11-1996,45.6625,45.39,45.6625,45.39,,1.16%
27-10-1996,45.14,44.869,45.14,44.869,,0.46%
20-10-1996,44.933,44.663,44.933,44.663,,1.02%
13-10-1996,44.481,44.276,44.481,44.276,,-0.33%
06-10-1996,44.6305,44.362,44.6305,44.362,,0.54%
29-09-1996,44.39,44.123,44.39,44.123,,-0.41%
22-09-1996,44.5715,44.313,44.5715,44.313,,-0.44%
15-09-1996,44.768,44.499,44.768,44.499,,0.30%
08-09-1996,44.634,44.438,44.634,44.438,,-1.06%
01-09-1996,45.112,44.841,45.112,44.841,,-0.60%
25-08-1996,45.3825,45.11,45.3825,45.11,,0.27%
18-08-1996,45.262,44.99,45.262,44.99,,0.66%
11-08-1996,44.963,44.693,44.963,44.693,,-0.83%
04-08-1996,45.339,45.067,45.339,45.067,,0.41%
28-07-1996,45.156,44.884,45.156,44.884,,0.07%
21-07-1996,45.1265,44.855,45.1265,44.855,,-0.01%
14-07-1996,45.1305,44.859,45.1305,44.859,,2.52%
07-07-1996,44.02,43.754,44.02,43.754,,1.20%
30-06-1996,43.4965,43.239,43.4965,43.239,,0.11%
23-06-1996,43.45,43.184,43.45,43.184,,0.85%
16-06-1996,43.085,42.82,43.085,42.82,,-0.18%
09-06-1996,43.1625,42.889,43.1625,42.889,,0.70%
02-06-1996,42.863,42.63,42.863,42.63,,-1.03%
26-05-1996,43.31,42.983,43.31,42.983,,0.89%
19-05-1996,42.9295,42.667,42.9295,42.667,,0.30%
12-05-1996,42.8025,42.478,42.8025,42.478,,-0.56%
05-05-1996,43.045,42.72,43.045,42.72,,1.15%
28-04-1996,42.5555,42.292,42.5555,42.292,,1.11%
21-04-1996,42.09,42.011,42.09,42.011,,-0.46%
14-04-1996,42.2845,42.082,42.2845,42.082,,-0.46%
07-04-1996,42.4795,42.338,42.4795,42.338,,-0.67%
31-03-1996,42.7675,42.648,42.7675,42.648,,-0.12%
24-03-1996,42.821,42.561,42.821,42.561,,-1.28%
17-03-1996,43.378,43.298,43.378,43.298,,0.69%
10-03-1996,43.081,42.758,43.081,42.758,,1.06%
03-03-1996,42.6285,42.524,42.6285,42.524,,-1.02%
25-02-1996,43.069,42.801,43.069,42.801,,-6.31%
18-02-1996,45.9715,45.922,45.9715,45.922,,0.20%
11-02-1996,45.8805,45.799,45.8805,45.799,,-0.11%
04-02-1996,45.931,45.841,45.931,45.841,,0.93%
28-01-1996,45.5075,45.427,45.5075,45.427,,3.23%
21-01-1996,44.0815,43.941,44.0815,43.941,,-1.45%
14-01-1996,44.7285,44.692,44.7285,44.692,,-2.37%
07-01-1996,45.813,45.774,45.813,45.774,,0.71%
